Week_end,Indicator,High_industry,Value
2020-12-06,Weekly earnings - median - 34 days,Total,1058
2020-12-06,Weekly earnings - median - 34 days,A Primary,933.93
2020-12-06,Weekly earnings - median - 34 days,B Goods Producing,1206.32
2020-12-06,Weekly earnings - median - 34 days,C Services,1040.44
2020-12-06,Weekly earnings - median - 34 days,Z No Match,631.38
2020-12-06,Weekly earnings - upper quartile - 34 days,Total,1539.49
2020-12-06,Weekly earnings - upper quartile - 34 days,A Primary,1274
2020-12-06,Weekly earnings - upper quartile - 34 days,B Goods Producing,1603.37
2020-12-06,Weekly earnings - upper quartile - 34 days,C Services,1561.74
2020-12-06,Weekly earnings - upper quartile - 34 days,Z No Match,935.24
2020-12-06,Weekly earnings - lower quartile - 34 days,Total,680
2020-12-06,Weekly earnings - lower quartile - 34 days,A Primary,528
2020-12-06,Weekly earnings - lower quartile - 34 days,B Goods Producing,908.95
2020-12-06,Weekly earnings - lower quartile - 34 days,C Services,639
2020-12-06,Weekly earnings - lower quartile - 34 days,Z No Match,361.08
2020-12-13,Number of paid jobs - 34 days,Total,2285030
2020-12-13,Number of paid jobs - 34 days,A Primary,117860
2020-12-13,Number of paid jobs - 34 days,B Goods Producing,426470
2020-12-13,Number of paid jobs - 34 days,C Services,1684410
2020-12-13,Number of paid jobs - 34 days,Z No Match,56290
2020-12-13,Weekly earnings - median - 34 days,Total,1073.54
2020-12-13,Weekly earnings - median - 34 days,A Primary,955.85
2020-12-13,Weekly earnings - median - 34 days,B Goods Producing,1230.39
2020-12-13,Weekly earnings - median - 34 days,C Services,1055
2020-12-13,Weekly earnings - median - 34 days,Z No Match,541.01
2020-12-13,Weekly earnings - upper quartile - 34 days,Total,1563.54
2020-12-13,Weekly earnings - upper quartile - 34 days,A Primary,1306.66
2020-12-13,Weekly earnings - upper quartile - 34 days,B Goods Producing,1638
2020-12-13,Weekly earnings - upper quartile - 34 days,C Services,1582
2020-12-13,Weekly earnings - upper quartile - 34 days,Z No Match,822.5
2020-12-13,Weekly earnings - lower quartile - 34 days,Total,697.39
2020-12-13,Weekly earnings - lower quartile - 34 days,A Primary,551.96
2020-12-13,Weekly earnings - lower quartile - 34 days,B Goods Producing,926.25
2020-12-13,Weekly earnings - lower quartile - 34 days,C Services,662.13
2020-12-13,Weekly earnings - lower quartile - 34 days,Z No Match,274.08
2020-12-20,Number of paid jobs - 34 days,Total,2285320
2020-12-20,Number of paid jobs - 34 days,A Primary,118720
2020-12-20,Number of paid jobs - 34 days,B Goods Producing,425370
2020-12-20,Number of paid jobs - 34 days,C Services,1683920
2020-12-20,Number of paid jobs - 34 days,Z No Match,57310
2020-12-20,Weekly earnings - median - 34 days,Total,1072
2020-12-20,Weekly earnings - median - 34 days,A Primary,978.5
2020-12-20,Weekly earnings - median - 34 days,B Goods Producing,1250
2020-12-20,Weekly earnings - median - 34 days,C Services,1046.25
2020-12-20,Weekly earnings - median - 34 days,Z No Match,567
2020-12-20,Weekly earnings - upper quartile - 34 days,Total,1564.75
2020-12-20,Weekly earnings - upper quartile - 34 days,A Primary,1336.54
2020-12-20,Weekly earnings - upper quartile - 34 days,B Goods Producing,1695.04
2020-12-20,Weekly earnings - upper quartile - 34 days,C Services,1563.1
2020-12-20,Weekly earnings - upper quartile - 34 days,Z No Match,833.79
2020-12-20,Weekly earnings - lower quartile - 34 days,Total,695.11
2020-12-20,Weekly earnings - lower quartile - 34 days,A Primary,577
2020-12-20,Weekly earnings - lower quartile - 34 days,B Goods Producing,936.05
2020-12-20,Weekly earnings - lower quartile - 34 days,C Services,657.41
2020-12-20,Weekly earnings - lower quartile - 34 days,Z No Match,292.91
2020-12-27,Number of paid jobs - 34 days,Total,2205390
2020-12-27,Number of paid jobs - 34 days,A Primary,112170
2020-12-27,Number of paid jobs - 34 days,B Goods Producing,418390
2020-12-27,Number of paid jobs - 34 days,C Services,1617910
2020-12-27,Number of paid jobs - 34 days,Z No Match,56920
2020-12-27,Weekly earnings - median - 34 days,Total,1075
2020-12-27,Weekly earnings - median - 34 days,A Primary,947.7
2020-12-27,Weekly earnings - median - 34 days,B Goods Producing,1179.68
2020-12-27,Weekly earnings - median - 34 days,C Services,1066.8
2020-12-27,Weekly earnings - median - 34 days,Z No Match,652.93
2020-12-27,Weekly earnings - upper quartile - 34 days,Total,1545.77
2020-12-27,Weekly earnings - upper quartile - 34 days,A Primary,1307.38
2020-12-27,Weekly earnings - upper quartile - 34 days,B Goods Producing,1596.5
2020-12-27,Weekly earnings - upper quartile - 34 days,C Services,1575.11
2020-12-27,Weekly earnings - upper quartile - 34 days,Z No Match,955.8
2020-12-27,Weekly earnings - lower quartile - 34 days,Total,716.21
2020-12-27,Weekly earnings - lower quartile - 34 days,A Primary,520.51
2020-12-27,Weekly earnings - lower quartile - 34 days,B Goods Producing,889.54
2020-12-27,Weekly earnings - lower quartile - 34 days,C Services,691.48
2020-12-27,Weekly earnings - lower quartile - 34 days,Z No Match,400.96
2021-01-03,Number of paid jobs - 34 days,Total,2158810
2021-01-03,Number of paid jobs - 34 days,A Primary,107830
2021-01-03,Number of paid jobs - 34 days,B Goods Producing,404950
2021-01-03,Number of paid jobs - 34 days,C Services,1589720
2021-01-03,Number of paid jobs - 34 days,Z No Match,56320
2021-01-03,Weekly earnings - median - 34 days,Total,1077.25
2021-01-03,Weekly earnings - median - 34 days,A Primary,948.67
2021-01-03,Weekly earnings - median - 34 days,B Goods Producing,1167.14
2021-01-03,Weekly earnings - median - 34 days,C Services,1076.49
2021-01-03,Weekly earnings - median - 34 days,Z No Match,661.39
2021-01-03,Weekly earnings - upper quartile - 34 days,Total,1540.15
2021-01-03,Weekly earnings - upper quartile - 34 days,A Primary,1298.08
2021-01-03,Weekly earnings - upper quartile - 34 days,B Goods Producing,1566.22
2021-01-03,Weekly earnings - upper quartile - 34 days,C Services,1576.92
2021-01-03,Weekly earnings - upper quartile - 34 days,Z No Match,961.66
2021-01-03,Weekly earnings - lower quartile - 34 days,Total,708.75
2021-01-03,Weekly earnings - lower quartile - 34 days,A Primary,502.35
2021-01-03,Weekly earnings - lower quartile - 34 days,B Goods Producing,865.38
2021-01-03,Weekly earnings - lower quartile - 34 days,C Services,696.5
2021-01-03,Weekly earnings - lower quartile - 34 days,Z No Match,413.32
2021-01-10,Number of paid jobs - 34 days,Total,2156610
2021-01-10,Number of paid jobs - 34 days,A Primary,111330
2021-01-10,Number of paid jobs - 34 days,B Goods Producing,410330
2021-01-10,Number of paid jobs - 34 days,C Services,1578340
2021-01-10,Number of paid jobs - 34 days,Z No Match,56610
2021-01-10,Weekly earnings - median - 34 days,Total,1072.5
2021-01-10,Weekly earnings - median - 34 days,A Primary,950.25
2021-01-10,Weekly earnings - median - 34 days,B Goods Producing,1183.54
2021-01-10,Weekly earnings - median - 34 days,C Services,1063.17
2021-01-10,Weekly earnings - median - 34 days,Z No Match,658.66
2021-01-10,Weekly earnings - upper quartile - 34 days,Total,1540
2021-01-10,Weekly earnings - upper quartile - 34 days,A Primary,1296.04
2021-01-10,Weekly earnings - upper quartile - 34 days,B Goods Producing,1582.19
2021-01-10,Weekly earnings - upper quartile - 34 days,C Services,1572.6
2021-01-10,Weekly earnings - upper quartile - 34 days,Z No Match,958.99
2021-01-10,Weekly earnings - lower quartile - 34 days,Total,706.88
2021-01-10,Weekly earnings - lower quartile - 34 days,A Primary,536.84
2021-01-10,Weekly earnings - lower quartile - 34 days,B Goods Producing,878.97
2021-01-10,Weekly earnings - lower quartile - 34 days,C Services,689.3
2021-01-10,Weekly earnings - lower quartile - 34 days,Z No Match,405.85
2021-01-17,Number of paid jobs - 34 days,Total,2189670
2021-01-17,Number of paid jobs - 34 days,A Primary,113390
2021-01-17,Number of paid jobs - 34 days,B Goods Producing,419530
2021-01-17,Number of paid jobs - 34 days,C Services,1600950
2021-01-17,Number of paid jobs - 34 days,Z No Match,55810
2021-01-17,Weekly earnings - median - 34 days,Total,1064.47
2021-01-17,Weekly earnings - median - 34 days,A Primary,969.29
2021-01-17,Weekly earnings - median - 34 days,B Goods Producing,1189.76
2021-01-17,Weekly earnings - median - 34 days,C Services,1053
2021-01-17,Weekly earnings - median - 34 days,Z No Match,656.76
2021-01-17,Weekly earnings - upper quartile - 34 days,Total,1537.93
2021-01-17,Weekly earnings - upper quartile - 34 days,A Primary,1299.44
2021-01-17,Weekly earnings - upper quartile - 34 days,B Goods Producing,1581.75
2021-01-17,Weekly earnings - upper quartile - 34 days,C Services,1553
2021-01-17,Weekly earnings - upper quartile - 34 days,Z No Match,960
2021-01-17,Weekly earnings - lower quartile - 34 days,Total,712.37
2021-01-17,Weekly earnings - lower quartile - 34 days,A Primary,592.5
2021-01-17,Weekly earnings - lower quartile - 34 days,B Goods Producing,896.96
2021-01-17,Weekly earnings - lower quartile - 34 days,C Services,679.2
2021-01-17,Weekly earnings - lower quartile - 34 days,Z No Match,404.57
2021-01-24,Number of paid jobs - 34 days,Total,2203760
2021-01-24,Number of paid jobs - 34 days,A Primary,112890
2021-01-24,Number of paid jobs - 34 days,B Goods Producing,424020
2021-01-24,Number of paid jobs - 34 days,C Services,1610350
2021-01-24,Number of paid jobs - 34 days,Z No Match,56500
2021-01-24,Weekly earnings - median - 34 days,Total,1065.09
2021-01-24,Weekly earnings - median - 34 days,A Primary,954.72
2021-01-24,Weekly earnings - median - 34 days,B Goods Producing,1194.15
2021-01-24,Weekly earnings - median - 34 days,C Services,1051.89
2021-01-24,Weekly earnings - median - 34 days,Z No Match,657.62
2021-01-24,Weekly earnings - upper quartile - 34 days,Total,1533.85
2021-01-24,Weekly earnings - upper quartile - 34 days,A Primary,1285.88
2021-01-24,Weekly earnings - upper quartile - 34 days,B Goods Producing,1580.65
2021-01-24,Weekly earnings - upper quartile - 34 days,C Services,1547.29
2021-01-24,Weekly earnings - upper quartile - 34 days,Z No Match,960.17
2021-01-24,Weekly earnings - lower quartile - 34 days,Total,717.86
2021-01-24,Weekly earnings - lower quartile - 34 days,A Primary,572.4
2021-01-24,Weekly earnings - lower quartile - 34 days,B Goods Producing,907.2
2021-01-24,Weekly earnings - lower quartile - 34 days,C Services,680.78
2021-01-24,Weekly earnings - lower quartile - 34 days,Z No Match,400
2021-01-31,Number of paid jobs - 34 days,Total,2237350
2021-01-31,Number of paid jobs - 34 days,A Primary,111760
2021-01-31,Number of paid jobs - 34 days,B Goods Producing,425970
2021-01-31,Number of paid jobs - 34 days,C Services,1641710
2021-01-31,Number of paid jobs - 34 days,Z No Match,57920
2021-01-31,Weekly earnings - median - 34 days,Total,1062.15
2021-01-31,Weekly earnings - median - 34 days,A Primary,963.9
2021-01-31,Weekly earnings - median - 34 days,B Goods Producing,1193.11
2021-01-31,Weekly earnings - median - 34 days,C Services,1046.5
2021-01-31,Weekly earnings - median - 34 days,Z No Match,682.66
2021-01-31,Weekly earnings - upper quartile - 34 days,Total,1529.24
2021-01-31,Weekly earnings - upper quartile - 34 days,A Primary,1308.24
2021-01-31,Weekly earnings - upper quartile - 34 days,B Goods Producing,1577
2021-01-31,Weekly earnings - upper quartile - 34 days,C Services,1539.5
2021-01-31,Weekly earnings - upper quartile - 34 days,Z No Match,988.93
2021-01-31,Weekly earnings - lower quartile - 34 days,Total,706.39
2021-01-31,Weekly earnings - lower quartile - 34 days,A Primary,583.45
2021-01-31,Weekly earnings - lower quartile - 34 days,B Goods Producing,908.1
2021-01-31,Weekly earnings - lower quartile - 34 days,C Services,663
2021-01-31,Weekly earnings - lower quartile - 34 days,Z No Match,407
2021-02-07,Number of paid jobs - 34 days,Total,2233670
2021-02-07,Number of paid jobs - 34 days,A Primary,109190
2021-02-07,Number of paid jobs - 34 days,B Goods Producing,426660
2021-02-07,Number of paid jobs - 34 days,C Services,1642110
2021-02-07,Number of paid jobs - 34 days,Z No Match,55710
2021-02-07,Weekly earnings - median - 34 days,Total,1085.5
2021-02-07,Weekly earnings - median - 34 days,A Primary,979.76
2021-02-07,Weekly earnings - median - 34 days,B Goods Producing,1205.1
2021-02-07,Weekly earnings - median - 34 days,C Services,1066
2021-02-07,Weekly earnings - median - 34 days,Z No Match,737.1
2021-02-07,Weekly earnings - upper quartile - 34 days,Total,1555.02
2021-02-07,Weekly earnings - upper quartile - 34 days,A Primary,1325.25
2021-02-07,Weekly earnings - upper quartile - 34 days,B Goods Producing,1603.47
2021-02-07,Weekly earnings - upper quartile - 34 days,C Services,1571.09
2021-02-07,Weekly earnings - upper quartile - 34 days,Z No Match,1123.2
2021-02-07,Weekly earnings - lower quartile - 34 days,Total,725
2021-02-07,Weekly earnings - lower quartile - 34 days,A Primary,587.5
2021-02-07,Weekly earnings - lower quartile - 34 days,B Goods Producing,919.94
2021-02-07,Weekly earnings - lower quartile - 34 days,C Services,678.86
2021-02-07,Weekly earnings - lower quartile - 34 days,Z No Match,421.57
2021-02-14,Number of paid jobs - 34 days,Total,2247620
2021-02-14,Number of paid jobs - 34 days,A Primary,108320
2021-02-14,Number of paid jobs - 34 days,B Goods Producing,427820
2021-02-14,Number of paid jobs - 34 days,C Services,1655200
2021-02-14,Number of paid jobs - 34 days,Z No Match,56280
2021-02-14,Weekly earnings - median - 34 days,Total,1078.74
2021-02-14,Weekly earnings - median - 34 days,A Primary,971.25
2021-02-14,Weekly earnings - median - 34 days,B Goods Producing,1212.86
2021-02-14,Weekly earnings - median - 34 days,C Services,1057.69
2021-02-14,Weekly earnings - median - 34 days,Z No Match,679.94
2021-02-14,Weekly earnings - upper quartile - 34 days,Total,1552.48
2021-02-14,Weekly earnings - upper quartile - 34 days,A Primary,1317.21
2021-02-14,Weekly earnings - upper quartile - 34 days,B Goods Producing,1623.02
2021-02-14,Weekly earnings - upper quartile - 34 days,C Services,1567.13
2021-02-14,Weekly earnings - upper quartile - 34 days,Z No Match,965.66
2021-02-14,Weekly earnings - lower quartile - 34 days,Total,707.96
2021-02-14,Weekly earnings - lower quartile - 34 days,A Primary,567.17
2021-02-14,Weekly earnings - lower quartile - 34 days,B Goods Producing,920
2021-02-14,Weekly earnings - lower quartile - 34 days,C Services,665
2021-02-14,Weekly earnings - lower quartile - 34 days,Z No Match,396
2021-02-21,Number of paid jobs - 34 days,Total,2240340
2021-02-21,Number of paid jobs - 34 days,A Primary,108040
2021-02-21,Number of paid jobs - 34 days,B Goods Producing,427090
2021-02-21,Number of paid jobs - 34 days,C Services,1647910
2021-02-21,Number of paid jobs - 34 days,Z No Match,57300
2021-02-21,Weekly earnings - median - 34 days,Total,1076.07
2021-02-21,Weekly earnings - median - 34 days,A Primary,980
2021-02-21,Weekly earnings - median - 34 days,B Goods Producing,1213.15
2021-02-21,Weekly earnings - median - 34 days,C Services,1057.5
2021-02-21,Weekly earnings - median - 34 days,Z No Match,646.98
2021-02-21,Weekly earnings - upper quartile - 34 days,Total,1551.35
2021-02-21,Weekly earnings - upper quartile - 34 days,A Primary,1323.2
2021-02-21,Weekly earnings - upper quartile - 34 days,B Goods Producing,1616.3
2021-02-21,Weekly earnings - upper quartile - 34 days,C Services,1568
2021-02-21,Weekly earnings - upper quartile - 34 days,Z No Match,951.16
2021-02-21,Weekly earnings - lower quartile - 34 days,Total,704.13
2021-02-21,Weekly earnings - lower quartile - 34 days,A Primary,572.4
2021-02-21,Weekly earnings - lower quartile - 34 days,B Goods Producing,920
2021-02-21,Weekly earnings - lower quartile - 34 days,C Services,662.83
2021-02-21,Weekly earnings - lower quartile - 34 days,Z No Match,384.62
2021-02-28,Number of paid jobs - 34 days,Total,2251150
2021-02-28,Number of paid jobs - 34 days,A Primary,107570
2021-02-28,Number of paid jobs - 34 days,B Goods Producing,427570
2021-02-28,Number of paid jobs - 34 days,C Services,1657990
2021-02-28,Number of paid jobs - 34 days,Z No Match,58030
2021-02-28,Weekly earnings - median - 34 days,Total,1076.92
2021-02-28,Weekly earnings - median - 34 days,A Primary,1000
2021-02-28,Weekly earnings - median - 34 days,B Goods Producing,1223.07
2021-02-28,Weekly earnings - median - 34 days,C Services,1054.85
2021-02-28,Weekly earnings - median - 34 days,Z No Match,651.88
2021-02-28,Weekly earnings - upper quartile - 34 days,Total,1556.5
2021-02-28,Weekly earnings - upper quartile - 34 days,A Primary,1348.46
2021-02-28,Weekly earnings - upper quartile - 34 days,B Goods Producing,1634.62
2021-02-28,Weekly earnings - upper quartile - 34 days,C Services,1565.31
2021-02-28,Weekly earnings - upper quartile - 34 days,Z No Match,954.52
2021-02-28,Weekly earnings - lower quartile - 34 days,Total,701.12
2021-02-28,Weekly earnings - lower quartile - 34 days,A Primary,589.76
2021-02-28,Weekly earnings - lower quartile - 34 days,B Goods Producing,923.08
2021-02-28,Weekly earnings - lower quartile - 34 days,C Services,655.5
2021-02-28,Weekly earnings - lower quartile - 34 days,Z No Match,383.34
2021-03-07,Number of paid jobs - 34 days,Total,2240020
2021-03-07,Number of paid jobs - 34 days,A Primary,105600
2021-03-07,Number of paid jobs - 34 days,B Goods Producing,425730
2021-03-07,Number of paid jobs - 34 days,C Services,1650560
2021-03-07,Number of paid jobs - 34 days,Z No Match,58130
2021-03-07,Weekly earnings - median - 34 days,Total,1069.5
2021-03-07,Weekly earnings - median - 34 days,A Primary,994.75
2021-03-07,Weekly earnings - median - 34 days,B Goods Producing,1212.36
2021-03-07,Weekly earnings - median - 34 days,C Services,1047.69
2021-03-07,Weekly earnings - median - 34 days,Z No Match,650.8
2021-03-07,Weekly earnings - upper quartile - 34 days,Total,1538.46
2021-03-07,Weekly earnings - upper quartile - 34 days,A Primary,1336.1
2021-03-07,Weekly earnings - upper quartile - 34 days,B Goods Producing,1607.24
2021-03-07,Weekly earnings - upper quartile - 34 days,C Services,1550.54
2021-03-07,Weekly earnings - upper quartile - 34 days,Z No Match,954.72
2021-03-07,Weekly earnings - lower quartile - 34 days,Total,694.93
2021-03-07,Weekly earnings - lower quartile - 34 days,A Primary,574.85
2021-03-07,Weekly earnings - lower quartile - 34 days,B Goods Producing,920.43
2021-03-07,Weekly earnings - lower quartile - 34 days,C Services,648
2021-03-07,Weekly earnings - lower quartile - 34 days,Z No Match,387.3
2021-03-14,Number of paid jobs - 34 days,Total,2258370
2021-03-14,Number of paid jobs - 34 days,A Primary,105360
2021-03-14,Number of paid jobs - 34 days,B Goods Producing,427080
2021-03-14,Number of paid jobs - 34 days,C Services,1666790
2021-03-14,Number of paid jobs - 34 days,Z No Match,59140
2021-03-14,Weekly earnings - median - 34 days,Total,1070.55
2021-03-14,Weekly earnings - median - 34 days,A Primary,997.5
2021-03-14,Weekly earnings - median - 34 days,B Goods Producing,1219
2021-03-14,Weekly earnings - median - 34 days,C Services,1047.26
2021-03-14,Weekly earnings - median - 34 days,Z No Match,656
2021-03-14,Weekly earnings - upper quartile - 34 days,Total,1538.46
2021-03-14,Weekly earnings - upper quartile - 34 days,A Primary,1328.85
2021-03-14,Weekly earnings - upper quartile - 34 days,B Goods Producing,1615
2021-03-14,Weekly earnings - upper quartile - 34 days,C Services,1545.05
2021-03-14,Weekly earnings - upper quartile - 34 days,Z No Match,960.83
2021-03-14,Weekly earnings - lower quartile - 34 days,Total,698.56
2021-03-14,Weekly earnings - lower quartile - 34 days,A Primary,594.62
2021-03-14,Weekly earnings - lower quartile - 34 days,B Goods Producing,923.65
2021-03-14,Weekly earnings - lower quartile - 34 days,C Services,648.6
2021-03-14,Weekly earnings - lower quartile - 34 days,Z No Match,390.87
2021-03-21,Number of paid jobs - 34 days,Total,2265540
2021-03-21,Number of paid jobs - 34 days,A Primary,105760
2021-03-21,Number of paid jobs - 34 days,B Goods Producing,428040
2021-03-21,Number of paid jobs - 34 days,C Services,1673760
2021-03-21,Number of paid jobs - 34 days,Z No Match,57980
2021-03-21,Weekly earnings - median - 34 days,Total,1069.2
2021-03-21,Weekly earnings - median - 34 days,A Primary,1000
2021-03-21,Weekly earnings - median - 34 days,B Goods Producing,1219.14
2021-03-21,Weekly earnings - median - 34 days,C Services,1044.46
2021-03-21,Weekly earnings - median - 34 days,Z No Match,646.75
2021-03-21,Weekly earnings - upper quartile - 34 days,Total,1538.47
2021-03-21,Weekly earnings - upper quartile - 34 days,A Primary,1342.2
2021-03-21,Weekly earnings - upper quartile - 34 days,B Goods Producing,1620
2021-03-21,Weekly earnings - upper quartile - 34 days,C Services,1546.88
2021-03-21,Weekly earnings - upper quartile - 34 days,Z No Match,948.85
2021-03-21,Weekly earnings - lower quartile - 34 days,Total,696.86
2021-03-21,Weekly earnings - lower quartile - 34 days,A Primary,596.16
2021-03-21,Weekly earnings - lower quartile - 34 days,B Goods Producing,923.08
2021-03-21,Weekly earnings - lower quartile - 34 days,C Services,647.82
2021-03-21,Weekly earnings - lower quartile - 34 days,Z No Match,380.36
2021-03-28,Number of paid jobs - 34 days,Total,2261020
2021-03-28,Number of paid jobs - 34 days,A Primary,105920
2021-03-28,Number of paid jobs - 34 days,B Goods Producing,428210
2021-03-28,Number of paid jobs - 34 days,C Services,1667890
2021-03-28,Number of paid jobs - 34 days,Z No Match,59000
2021-03-28,Weekly earnings - median - 34 days,Total,1080
2021-03-28,Weekly earnings - median - 34 days,A Primary,1009.62
2021-03-28,Weekly earnings - median - 34 days,B Goods Producing,1223.44
2021-03-28,Weekly earnings - median - 34 days,C Services,1057.69
2021-03-28,Weekly earnings - median - 34 days,Z No Match,651.14
2021-03-28,Weekly earnings - upper quartile - 34 days,Total,1560.3
2021-03-28,Weekly earnings - upper quartile - 34 days,A Primary,1359.67
2021-03-28,Weekly earnings - upper quartile - 34 days,B Goods Producing,1634.53
2021-03-28,Weekly earnings - upper quartile - 34 days,C Services,1575
2021-03-28,Weekly earnings - upper quartile - 34 days,Z No Match,959.68
2021-03-28,Weekly earnings - lower quartile - 34 days,Total,706.88
2021-03-28,Weekly earnings - lower quartile - 34 days,A Primary,590
2021-03-28,Weekly earnings - lower quartile - 34 days,B Goods Producing,924.5
2021-03-28,Weekly earnings - lower quartile - 34 days,C Services,660.22
2021-03-28,Weekly earnings - lower quartile - 34 days,Z No Match,382.71
2021-04-04,Number of paid jobs - 34 days,Total,2269370
2021-04-04,Number of paid jobs - 34 days,A Primary,104110
2021-04-04,Number of paid jobs - 34 days,B Goods Producing,430020
2021-04-04,Number of paid jobs - 34 days,C Services,1673350
2021-04-04,Number of paid jobs - 34 days,Z No Match,61880
2021-04-04,Weekly earnings - median - 34 days,Total,1080
2021-04-04,Weekly earnings - median - 34 days,A Primary,1000
2021-04-04,Weekly earnings - median - 34 days,B Goods Producing,1200
2021-04-04,Weekly earnings - median - 34 days,C Services,1064.2
2021-04-04,Weekly earnings - median - 34 days,Z No Match,645.34
2021-04-04,Weekly earnings - upper quartile - 34 days,Total,1557.69
2021-04-04,Weekly earnings - upper quartile - 34 days,A Primary,1347.62
2021-04-04,Weekly earnings - upper quartile - 34 days,B Goods Producing,1599.29
2021-04-04,Weekly earnings - upper quartile - 34 days,C Services,1586.14
2021-04-04,Weekly earnings - upper quartile - 34 days,Z No Match,953.58
2021-04-04,Weekly earnings - lower quartile - 34 days,Total,706.18
2021-04-04,Weekly earnings - lower quartile - 34 days,A Primary,579.38
2021-04-04,Weekly earnings - lower quartile - 34 days,B Goods Producing,919.1
2021-04-04,Weekly earnings - lower quartile - 34 days,C Services,664.52
2021-04-04,Weekly earnings - lower quartile - 34 days,Z No Match,374.32
2021-04-11,Number of paid jobs - 34 days,Total,2269600
2021-04-11,Number of paid jobs - 34 days,A Primary,102590
2021-04-11,Number of paid jobs - 34 days,B Goods Producing,428500
2021-04-11,Number of paid jobs - 34 days,C Services,1679640
2021-04-11,Number of paid jobs - 34 days,Z No Match,58880
2021-04-11,Weekly earnings - median - 34 days,Total,1095
2021-04-11,Weekly earnings - median - 34 days,A Primary,1020.08
2021-04-11,Weekly earnings - median - 34 days,B Goods Producing,1224.01
2021-04-11,Weekly earnings - median - 34 days,C Services,1076.05
2021-04-11,Weekly earnings - median - 34 days,Z No Match,659.46
2021-04-11,Weekly earnings - upper quartile - 34 days,Total,1566.07
2021-04-11,Weekly earnings - upper quartile - 34 days,A Primary,1350
2021-04-11,Weekly earnings - upper quartile - 34 days,B Goods Producing,1624.16
2021-04-11,Weekly earnings - upper quartile - 34 days,C Services,1586.43
2021-04-11,Weekly earnings - upper quartile - 34 days,Z No Match,965.52
2021-04-11,Weekly earnings - lower quartile - 34 days,Total,722.17
2021-04-11,Weekly earnings - lower quartile - 34 days,A Primary,613.82
2021-04-11,Weekly earnings - lower quartile - 34 days,B Goods Producing,937.71
2021-04-11,Weekly earnings - lower quartile - 34 days,C Services,674.4
2021-04-11,Weekly earnings - lower quartile - 34 days,Z No Match,396.67
2021-04-18,Number of paid jobs - 34 days,Total,2273600
2021-04-18,Number of paid jobs - 34 days,A Primary,102480
2021-04-18,Number of paid jobs - 34 days,B Goods Producing,429030
2021-04-18,Number of paid jobs - 34 days,C Services,1681480
2021-04-18,Number of paid jobs - 34 days,Z No Match,60600
2021-04-18,Weekly earnings - median - 34 days,Total,1084.61
2021-04-18,Weekly earnings - median - 34 days,A Primary,1013.03
2021-04-18,Weekly earnings - median - 34 days,B Goods Producing,1224
2021-04-18,Weekly earnings - median - 34 days,C Services,1062.98
2021-04-18,Weekly earnings - median - 34 days,Z No Match,668.06
2021-04-18,Weekly earnings - upper quartile - 34 days,Total,1556.81
2021-04-18,Weekly earnings - upper quartile - 34 days,A Primary,1346.15
2021-04-18,Weekly earnings - upper quartile - 34 days,B Goods Producing,1625
2021-04-18,Weekly earnings - upper quartile - 34 days,C Services,1574.04
2021-04-18,Weekly earnings - upper quartile - 34 days,Z No Match,982.18
2021-04-18,Weekly earnings - lower quartile - 34 days,Total,715.2
2021-04-18,Weekly earnings - lower quartile - 34 days,A Primary,620.69
2021-04-18,Weekly earnings - lower quartile - 34 days,B Goods Producing,933.53
2021-04-18,Weekly earnings - lower quartile - 34 days,C Services,666.6
2021-04-18,Weekly earnings - lower quartile - 34 days,Z No Match,400
2021-04-25,Number of paid jobs - 34 days,Total,2272970
2021-04-25,Number of paid jobs - 34 days,A Primary,102000
2021-04-25,Number of paid jobs - 34 days,B Goods Producing,429290
2021-04-25,Number of paid jobs - 34 days,C Services,1680670
2021-04-25,Number of paid jobs - 34 days,Z No Match,61010
2021-04-25,Weekly earnings - median - 34 days,Total,1096.15
2021-04-25,Weekly earnings - median - 34 days,A Primary,1020
2021-04-25,Weekly earnings - median - 34 days,B Goods Producing,1220.56
2021-04-25,Weekly earnings - median - 34 days,C Services,1075.04
2021-04-25,Weekly earnings - median - 34 days,Z No Match,722.82
2021-04-25,Weekly earnings - upper quartile - 34 days,Total,1561.61
2021-04-25,Weekly earnings - upper quartile - 34 days,A Primary,1347.5
2021-04-25,Weekly earnings - upper quartile - 34 days,B Goods Producing,1615.39
2021-04-25,Weekly earnings - upper quartile - 34 days,C Services,1577.84
2021-04-25,Weekly earnings - upper quartile - 34 days,Z No Match,1094.42
2021-04-25,Weekly earnings - lower quartile - 34 days,Total,726.31
2021-04-25,Weekly earnings - lower quartile - 34 days,A Primary,626.64
2021-04-25,Weekly earnings - lower quartile - 34 days,B Goods Producing,934.63
2021-04-25,Weekly earnings - lower quartile - 34 days,C Services,674.56
2021-04-25,Weekly earnings - lower quartile - 34 days,Z No Match,417.75
2021-05-02,Number of paid jobs - 34 days,Total,2275860
2021-05-02,Number of paid jobs - 34 days,A Primary,102780
2021-05-02,Number of paid jobs - 34 days,B Goods Producing,432210
2021-05-02,Number of paid jobs - 34 days,C Services,1678400
2021-05-02,Number of paid jobs - 34 days,Z No Match,62470
2021-05-02,Weekly earnings - median - 34 days,Total,1092
2021-05-02,Weekly earnings - median - 34 days,A Primary,1018.02
2021-05-02,Weekly earnings - median - 34 days,B Goods Producing,1224.05
2021-05-02,Weekly earnings - median - 34 days,C Services,1071.32
